#Covars covariate phase for each covs 
# fracbelow2 # largeZoop_integrated # temp_bottom5m # temp_surface5m # largeZoop_integrated_Fall # largeZoop_integrated_Spring # largeZoop_integrated_Summer # largeZoop_integrated_Winter#simulations 
#  mnhind #  miroc_ssp126 #  miroc_ssp585 #  gfdl_ssp126 #  gfdl_ssp585 #  cesm_ssp126 #  cesm_ssp585
#nspp2 : number of species 
3
#nyrs_fut : number years for the projection data 
78
#num_runs : number of future temperature simulations + mnhind 
7
#nfut_yrs : number years for the projection data 
78
#fut_yrs : projection years for covariates vector(1,nyrs_fut)
2022 2023 2024 2025 2026 2027 2028 2029 2030 2031 2032 2033 2034 2035 2036 2037 2038 2039 2040 2041 2042 2043 2044 2045 2046 2047 2048 2049 2050 2051 2052 2053 2054 2055 2056 2057 2058 2059 2060 2061 2062 2063 2064 2065 2066 2067 2068 2069 2070 2071 2072 2073 2074 2075 2076 2077 2078 2079 2080 2081 2082 2083 2084 2085 2086 2087 2088 2089 2090 2091 2092 2093 2094 2095 2096 2097 2098 2099
#ncov_fut : number of covariates 
8
###########################################################
#  | mn_Hind
#  | miroc_ssp126
#  | miroc_ssp585
#  | gfdl_ssp126
#  | gfdl_ssp585
#  | cesm_ssp126
#  | cesm_ssp585
###########################################################
#Scaled_covlist ########################################################## 
#  fracbelow2 : NA
-4.484151 -3.406338 -2.675525 -0.5635728 3.445318 -0.6760194 1.573288 -1.061966 -1.475519 -1.576504 -1.166525 -1.583989 -3.671543 -0.3810473 -2.383794 -1.437442 -0.4425396 -1.316027 -0.9515608 -0.3916714 -3.468325 -1.86438 -0.7992663 -2.408686 -2.163499 -4.813028 -3.284482 -2.860159 -4.469666 -3.285959 -1.244551 -4.091072 -3.481886 -3.274879 -2.748454 -2.853494 -3.502537 -1.361481 -2.202457 -0.9912988 -2.100911 -2.439301 -2.345678 -3.005859 -1.1156 -0.374039 -1.267232 -2.240236 -2.343401 -2.469388 0.3778342 -1.961716 -1.296553 -3.006469 -0.7747897 -1.323928 -1.307097 -1.123791 -1.385753 -1.844545 -3.681791 -6.406607 -4.245738 -1.519775 -1.878642 -1.17875 -2.514162 -2.214541 -4.795108 -2.527754 -1.174789 -1.325125 -2.827894 -2.190193 -3.783913 -2.402156 -5.245706 -4.030222
-2.382854 -3.013407 -0.3559392 2.074437 3.913579 -2.074989 1.564263 -0.7242422 -2.314532 -3.086862 -4.596762 -4.540705 -5.752441 -1.915932 -0.4365197 1.882035 0.4097792 -2.109198 -2.550141 -3.090116 -3.416499 -0.7775404 -3.783339 -3.765594 -2.648299 -1.809286 0.4126226 4.436743 0.1522647 0.05304861 0.7552582 1.169546 0.7146973 -1.974546 -1.827033 0.4610645 0.3307283 -1.97271 -1.796382 -1.027601 -3.003834 0.587356 -1.425324 -1.957706 -1.98726 -3.76004 -4.382939 -4.052279 -4.469399 -1.773842 -3.654315 -2.612376 -2.900278 -4.070369 -3.245335 -2.881149 -4.35988 -5.039003 -5.359352 -4.192019 -4.173492 -2.021323 -5.366095 -4.891023 -7.472135 -5.7745 -4.893558 -3.937114 -4.400689 -4.91379 -3.544031 -3.602595 -5.240726 -4.044174 -4.2641 -2.509161 -1.421049 -4.066912
-1.935914 -4.612674 2.52409 2.118449 -8.580497 1.758327 -0.8853442 -1.01926 3.177778 -1.897112 -1.896538 -1.114273 2.825715 3.415303 0.3337657 -1.14528 0.8695528 3.863695 1.338642 -1.59747 -0.1090737 1.166181 -5.354402 -1.810262 -0.783371 -0.2733676 2.242737 -2.278328 -4.736279 -3.699405 -1.019567 1.477096 1.14029 1.157868 2.250166 0.7773677 1.666467 -3.199378 -3.153961 -4.942445 -4.123174 -2.527487 -1.015904 -1.509685 0.02987445 -2.93424 0.5071783 1.299479 -3.948526 -0.1792203 -0.1984424 0.5313002 2.456275 -0.1181875 -0.8511807 1.524243 -5.508351 -5.499012 -1.903071 -3.899352 -3.393553 -5.086814 -5.257859 -5.073058 0.4709872 0.6548249 2.831796 -5.114455 -7.330399 -7.141795 2.533267 -2.387236 5.007956 -3.461918 -8.151258 -7.019772 -0.9997297 2.071541
-3.735269 0.2009964 -1.973597 -1.319488 0.1363823 1.821352 0.4723238 -1.739943 0.3563205 1.10916 -2.110336 -0.007595685 1.502686 5.393548 0.1672456 -2.537903 -0.7377403 3.045755 -3.235573 0.7337479 -6.391626 -0.5203592 -0.1521878 -1.811317 -4.243226 -1.462574 -0.7877667 1.040431 -3.149951 1.826716 4.875039 -5.934213 -6.767979 -2.832918 -2.646486 0.1797074 1.43634 -3.728861 -4.373738 -3.551835 -4.539042 -6.331034 -3.750599 -2.686935 -3.775173 -0.4372492 -3.946515 -4.907572 -1.921421 -7.549081 -1.86225 -5.001304 0.7685937 -0.6128647 -4.910319 -4.824153 -2.016855 -5.334221 -4.672764 -4.49443 -7.137907 -7.0373 -3.368194 -2.805549 -9.094902 -5.815348 -4.110924 -3.661341 -3.657835 -7.975033 -5.315768 -1.486396 -3.433701 -7.690744 -6.423051 -3.126426 -0.8666725 0.05370965
#  temp_bottom5m : potential temperature, bottom 5m mean
0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491 0.3431491
-0.3854699 -0.6677517 0.7766026 1.304647 0.5292879 -0.04630197 1.060696 1.872715 -0.01686874 -0.03949987 -0.3871859 0.6668928 1.122214 -0.2367372 0.09948744 0.115579 0.4258097 0.007764909 -0.5098041 -0.9497221 -0.1690614 0.5624741 0.04551563 0.2882342 0.4497143 0.7226046 0.01688035 -0.09508937 0.8613095 1.043399 0.6189119 -0.181809 0.2599429 0.610775 0.5112319 1.023381 2.204977 1.383386 0.9447905 0.8167548 1.684678 1.111577 0.185701 -0.8374573 -0.3581089 1.454423 0.3074248 0.7803385 -0.05056919 0.8175609 -0.1152364 0.9224698 0.9083823 1.643384 -0.1346745 -0.12512 1.334622 1.586018 0.1735613 0.2051949 1.198808 0.3145866 -0.03554257 -0.3371129 -0.2541525 -0.1807338 -0.005016076 -0.5221493 0.6009332 0.8422579 -0.0007806942 -0.4541058 0.4780892 0.5364709 -0.09019266 1.304484 0.8511889 -0.03028486
1.364545 1.43087 0.12505 0.9392812 -0.1370839 0.7701588 -0.1276019 -0.2226002 0.06663583 -0.1333723 0.4807677 -0.2507413 -0.5393742 0.2870553 0.1011796 -0.1071962 1.710456 1.469904 0.7274308 0.2923363 0.343473 0.380336 0.4597125 1.33396 -0.3720342 -0.08030174 0.8903962 2.230992 2.550849 0.9690626 1.876881 1.592742 0.2505156 -0.1095705 0.3330513 1.144643 0.1206635 0.4336828 1.232474 0.97375 1.009941 2.106106 1.631639 2.907787 1.795068 1.114196 0.9577514 2.851204 2.416489 2.123235 0.9056902 1.78795 2.000361 2.266859 1.768267 2.555592 3.207265 2.67978 2.699889 1.861776 2.511606 3.526482 1.610995 1.81792 2.646184 1.782924 2.75792 3.292723 1.601248 2.733622 3.156694 3.308461 2.674112 2.989504 2.941648 2.761951 3.225514 3.504944
-0.8061208 -1.813597 -1.449354 -0.28181 1.467555 0.1215532 0.7918333 0.1629527 0.9697205 1.983983 -0.2069999 0.9471791 0.2582881 0.1930257 0.4127688 0.9166476 0.7373479 0.2928058 0.3799572 2.655626 1.464459 0.9339618 -0.2753517 1.100554 1.255887 1.176997 0.9432179 1.24448 -0.2240241 0.02958273 1.805576 1.379732 1.119871 1.142622 1.458315 0.2192262 1.61742 0.9302308 -0.04436368 2.646211 1.494934 1.223622 0.5409806 0.6381432 1.274834 -0.06325318 0.2905102 1.548726 1.984795 0.07062186 2.808351 0.9940783 1.846273 1.885956 0.0578421 0.7861544 -0.4959824 -0.03731456 1.232766 0.7657011 2.121748 1.783216 0.03305995 0.006258289 0.7596043 1.052982 1.854056 0.6613916 2.448245 -0.4630041 1.105864 2.869638 0.7792709 1.246975 1.18026 2.367301 2.152039 1.391205
1.324128 -0.8628693 -0.7138053 0.8214064 1.975425 -0.7961616 1.474541 1.214875 0.5124753 1.107298 1.341233 0.6286852 -0.6957357 -0.5179491 2.200432 2.781498 2.953767 0.2925445 2.028323 -0.4629582 0.437556 1.423064 2.2111 1.000068 0.5161543 0.06216602 1.668228 2.625372 1.87374 0.7694617 0.271034 0.2858895 1.319694 1.330729 -0.0283126 1.19556 0.6829096 2.020525 0.7703423 3.100828 0.9708605 1.79435 2.716023 2.946206 2.077495 3.371046 3.053682 1.938242 5.240362 2.709151 1.042383 3.688496 4.09966 4.734032 2.548276 2.989514 3.689139 4.279204 2.962933 2.657373 2.026412 3.508582 2.995005 3.825292 4.436561 3.968199 3.834962 4.251985 4.190626 4.570543 4.936897 4.632067 3.863275 3.403531 2.933718 1.159072 2.841725 4.889847
2.231951 1.359877 1.358056 1.379492 2.043667 0.4446092 0.8044397 0.294133 0.122397 1.701681 1.06446 0.3002743 -0.03712152 -1.016945 -0.5946818 0.6999405 1.792386 1.199414 1.402838 1.971175 1.820482 0.6221652 1.461502 2.786381 2.957643 2.481896 2.603251 2.588722 2.175009 2.870454 0.2213497 -0.753677 0.4996016 0.2973968 0.02764601 1.948297 2.557582 3.278074 2.206858 0.7153987 0.9094885 1.829655 1.171192 1.25875 2.137451 2.189659 2.435913 2.389849 1.929409 2.714299 1.311284 0.9475397 1.626968 0.7333561 1.972834 2.342977 2.499614 2.258009 2.901685 3.344184 3.026203 3.270377 2.120528 2.491435 1.55269 3.37379 2.611115 2.780261 2.005754 2.627396 2.264001 3.459877 3.533028 3.548622 3.564143 3.187795 3.451526 2.149604
0.9148235 0.5313404 0.9594428 0.8581203 1.546395 1.859027 1.213257 1.101626 0.01803828 0.2552889 1.087727 1.272836 0.2024227 0.1260443 1.610274 1.322364 2.359738 1.877477 2.575265 1.861551 1.718016 2.089864 1.798298 2.48756 2.315171 0.9651883 1.253026 1.087899 2.400734 1.95743 2.815571 3.43202 3.328767 3.391439 3.220694 3.451159 3.075131 3.206427 3.532608 3.513465 2.816933 2.816439 2.931781 1.787835 2.741187 2.756232 3.155138 2.771022 3.835253 3.889345 3.998544 3.317447 3.836787 2.993112 4.457551 2.978027 1.759323 2.937459 3.898198 4.451505 4.451529 3.243898 3.692844 4.326841 4.952487 4.365488 4.638321 3.420091 5.618624 5.538019 5.505484 5.692927 4.906941 5.100217 5.123764 4.909138 4.734416 4.660486
#  temp_surface5m : potential temperature, surface 5m mean
0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497 0.5840497
-0.6262219 -0.363971 0.4914261 1.624511 0.729601 0.4221871 1.28094 1.434243 0.03816024 0.1752132 -0.3149979 1.023712 1.08755 0.1107042 -0.01650269 0.2541824 0.64835 0.07045218 -0.5041342 -0.7770673 0.1286029 0.4615551 0.3759214 0.6364735 0.297802 1.322436 0.2497772 0.1487889 1.004854 1.056421 0.7465125 0.1581559 0.5549495 0.9637283 1.128767 1.120072 2.555226 2.071302 1.790706 1.042265 2.008275 1.496296 0.3860678 -0.7601464 0.4378036 1.530618 0.3357408 0.8800782 0.1533847 0.5252375 0.1151795 0.8898264 1.061037 1.789217 0.2070324 0.5004118 1.452628 1.5886 0.4711484 0.514459 1.473346 0.9659157 0.283098 -0.08448227 -0.06708442 0.4998282 0.471985 0.3264282 0.9879683 0.9125004 0.09182856 -0.2832447 0.7556658 0.5655875 1.129268 1.890463 0.8848223 -0.3695977
1.468044 1.730189 0.4150389 1.138609 0.8335159 1.382082 0.699436 0.2966848 0.2502035 0.4363848 1.151545 0.04804136 -0.3207986 0.8208829 0.3316573 0.2305213 1.517731 1.870629 0.9864905 0.6526606 0.4989879 0.84136 0.5873667 1.80428 -0.007566013 -0.03818602 1.34298 2.837362 2.545887 1.852439 2.191826 2.381425 1.073378 0.4470152 0.5918837 1.497723 1.30089 1.123408 1.776607 1.521015 1.554213 2.599698 2.300279 3.257484 2.538238 1.599809 1.659952 3.491749 2.981714 2.750645 1.543883 2.283356 2.637793 2.745776 2.476383 2.802154 3.978613 3.466776 3.258637 2.470252 3.035053 4.058933 2.25998 1.60421 2.907406 2.090157 3.370324 3.54427 2.382419 3.78759 3.862233 3.756872 3.152489 3.856008 3.643473 3.585156 3.829855 4.331548
0.1489285 -1.137518 -1.008012 -0.1594351 1.914573 0.8314749 0.8566565 1.411217 1.333678 2.382929 0.1227723 1.882209 0.7377643 0.5164994 1.10147 0.8301466 1.011825 1.320774 0.7936614 2.61418 2.359436 2.283686 0.2031824 1.659038 1.974859 2.023852 1.484614 2.159948 0.6978665 0.5492843 1.911297 1.651349 1.644871 1.92762 2.245828 0.5540969 2.365398 1.913391 1.354978 3.127174 1.891586 1.705777 0.9666074 1.429484 1.560891 1.21741 1.026885 2.195964 2.297033 0.9227407 3.053066 1.617762 2.631601 2.478586 0.7875115 0.5967965 0.6884344 1.112952 1.611293 1.559761 2.587611 2.144035 0.3432721 -0.3084188 0.8777147 1.665102 2.684118 1.187475 3.197022 0.5613775 2.078466 3.318469 1.605566 1.602097 1.54541 3.340228 2.550303 1.753124
