model,ens,exp,postprocess,table,varn,period,mean
CCSM4,r2i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.88
CCSM4,r3i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.81
CCSM4,r4i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.84
CCSM4,r5i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.84
CCSM4,r6i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.80
CESM1-CAM5,r1i1p1,rcp26,global_mean,Amon,tas,2091-2100,2.01
CESM1-CAM5,r2i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.93
CESM1-CAM5,r3i1p1,rcp26,global_mean,Amon,tas,2091-2100,2.14
CNRM-CM5,r1i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.67
CSIRO-Mk3-6-0,r1i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.97
CSIRO-Mk3-6-0,r2i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.88
CSIRO-Mk3-6-0,r3i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.85
CSIRO-Mk3-6-0,r4i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.73
CSIRO-Mk3-6-0,r5i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.95
CSIRO-Mk3-6-0,r6i1p1,rcp26,global_mean,Amon,tas,2091-2100,2.07
CSIRO-Mk3-6-0,r7i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.95
CSIRO-Mk3-6-0,r8i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.81
CSIRO-Mk3-6-0,r9i1p1,rcp26,global_mean,Amon,tas,2091-2100,2.00
CSIRO-Mk3-6-0,r10i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.95
CanESM2,r1i1p1,rcp26,global_mean,Amon,tas,2091-2100,2.28
CanESM2,r2i1p1,rcp26,global_mean,Amon,tas,2091-2100,2.30
CanESM2,r3i1p1,rcp26,global_mean,Amon,tas,2091-2100,2.27
CanESM2,r4i1p1,rcp26,global_mean,Amon,tas,2091-2100,2.28
CanESM2,r5i1p1,rcp26,global_mean,Amon,tas,2091-2100,2.32
EC-EARTH,r8i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.81
EC-EARTH,r12i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.76
FGOALS-g2,r1i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.11
FIO-ESM,r1i1p1,rcp26,global_mean,Amon,tas,2091-2100,0.82
FIO-ESM,r2i1p1,rcp26,global_mean,Amon,tas,2091-2100,0.92
FIO-ESM,r3i1p1,rcp26,global_mean,Amon,tas,2091-2100,0.90
GFDL-CM3,r1i1p1,rcp26,global_mean,Amon,tas,2091-2100,2.44
GFDL-ESM2G,r1i1p1,rcp26,global_mean,Amon,tas,2091-2100,0.89
GFDL-ESM2M,r1i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.33
GISS-E2-H,r1i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.56
GISS-E2-H,r1i1p2,rcp26,global_mean,Amon,tas,2091-2100,1.34
GISS-E2-H,r1i1p3,rcp26,global_mean,Amon,tas,2091-2100,1.82
GISS-E2-R,r1i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.04
GISS-E2-R,r1i1p2,rcp26,global_mean,Amon,tas,2091-2100,1.00
GISS-E2-R,r1i1p3,rcp26,global_mean,Amon,tas,2091-2100,1.55
HadGEM2-AO,r1i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.74
HadGEM2-ES,r1i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.83
HadGEM2-ES,r2i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.84
HadGEM2-ES,r3i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.93
HadGEM2-ES,r4i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.79
IPSL-CM5A-LR,r1i1p1,rcp26,global_mean,Amon,tas,2091-2100,2.28
IPSL-CM5A-LR,r2i1p1,rcp26,global_mean,Amon,tas,2091-2100,2.20
IPSL-CM5A-LR,r3i1p1,rcp26,global_mean,Amon,tas,2091-2100,2.24
IPSL-CM5A-LR,r4i1p1,rcp26,global_mean,Amon,tas,2091-2100,2.23
IPSL-CM5A-MR,r1i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.97
MIROC5,r1i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.49
MIROC5,r2i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.49
MIROC5,r3i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.67
MPI-ESM-LR,r1i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.62
MPI-ESM-LR,r2i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.69
MPI-ESM-LR,r3i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.64
MPI-ESM-MR,r1i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.65
MRI-CGCM3,r1i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.35
NorESM1-ME,r1i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.52
NorESM1-M,r1i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.39
bcc-csm1-1-m,r1i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.78
bcc-csm1-1,r1i1p1,rcp26,global_mean,Amon,tas,2091-2100,1.88
ACCESS1-0,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.49
ACCESS1-3,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.33
BNU-ESM,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,2.21
CCSM4,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.79
CCSM4,r2i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.83
CCSM4,r3i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.72
CCSM4,r4i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.79
CCSM4,r5i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.76
CCSM4,r6i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.84
CESM1-BGC,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.72
CESM1-CAM5,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.54
CESM1-CAM5,r2i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.47
CESM1-CAM5,r3i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.50
CMCC-CMS,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.39
CMCC-CM,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.41
CNRM-CM5,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.35
CSIRO-Mk3-6-0,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.34
CSIRO-Mk3-6-0,r2i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.34
CSIRO-Mk3-6-0,r3i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.32
CSIRO-Mk3-6-0,r4i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.32
CSIRO-Mk3-6-0,r5i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.46
CSIRO-Mk3-6-0,r6i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.43
CSIRO-Mk3-6-0,r7i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.43
CSIRO-Mk3-6-0,r8i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.26
CSIRO-Mk3-6-0,r9i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.35
CSIRO-Mk3-6-0,r10i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.49
CSIRO-Mk3L-1-2,r1i2p1,rcp45,global_mean,Amon,tas,2021-2040,1.27
CSIRO-Mk3L-1-2,r2i2p1,rcp45,global_mean,Amon,tas,2021-2040,1.31
CSIRO-Mk3L-1-2,r3i2p1,rcp45,global_mean,Amon,tas,2021-2040,1.30
CanESM2,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.99
CanESM2,r2i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.92
CanESM2,r3i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.85
CanESM2,r4i1p1,rcp45,global_mean,Amon,tas,2021-2040,2.03
CanESM2,r5i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.96
EC-EARTH,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.70
EC-EARTH,r2i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.72
EC-EARTH,r5i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.72
EC-EARTH,r6i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.61
EC-EARTH,r8i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.75
EC-EARTH,r9i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.63
EC-EARTH,r12i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.68
FGOALS-g2,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.36
FIO-ESM,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.45
FIO-ESM,r2i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.45
FIO-ESM,r3i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.50
GFDL-CM3,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.78
GFDL-CM3,r3i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.65
GFDL-CM3,r5i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.58
GFDL-ESM2G,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.19
GFDL-ESM2M,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.28
GISS-E2-H-CC,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.78
GISS-E2-H,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.68
GISS-E2-H,r1i1p2,rcp45,global_mean,Amon,tas,2021-2040,1.59
GISS-E2-H,r1i1p3,rcp45,global_mean,Amon,tas,2021-2040,1.73
GISS-E2-H,r2i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.61
GISS-E2-H,r2i1p2,rcp45,global_mean,Amon,tas,2021-2040,1.49
GISS-E2-H,r2i1p3,rcp45,global_mean,Amon,tas,2021-2040,1.91
GISS-E2-H,r3i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.64
GISS-E2-H,r3i1p2,rcp45,global_mean,Amon,tas,2021-2040,1.53
GISS-E2-H,r3i1p3,rcp45,global_mean,Amon,tas,2021-2040,1.83
GISS-E2-H,r4i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.63
GISS-E2-H,r4i1p2,rcp45,global_mean,Amon,tas,2021-2040,1.52
GISS-E2-H,r4i1p3,rcp45,global_mean,Amon,tas,2021-2040,1.77
GISS-E2-H,r5i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.61
GISS-E2-H,r5i1p2,rcp45,global_mean,Amon,tas,2021-2040,1.46
GISS-E2-H,r5i1p3,rcp45,global_mean,Amon,tas,2021-2040,1.75
GISS-E2-H,r6i1p3,rcp45,global_mean,Amon,tas,2021-2040,1.91
GISS-E2-R-CC,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.39
GISS-E2-R,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.29
GISS-E2-R,r1i1p2,rcp45,global_mean,Amon,tas,2021-2040,1.18
GISS-E2-R,r1i1p3,rcp45,global_mean,Amon,tas,2021-2040,1.46
GISS-E2-R,r2i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.36
GISS-E2-R,r2i1p2,rcp45,global_mean,Amon,tas,2021-2040,1.22
GISS-E2-R,r2i1p3,rcp45,global_mean,Amon,tas,2021-2040,1.53
GISS-E2-R,r3i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.33
GISS-E2-R,r3i1p2,rcp45,global_mean,Amon,tas,2021-2040,1.25
GISS-E2-R,r3i1p3,rcp45,global_mean,Amon,tas,2021-2040,1.48
GISS-E2-R,r4i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.41
GISS-E2-R,r4i1p2,rcp45,global_mean,Amon,tas,2021-2040,1.21
GISS-E2-R,r4i1p3,rcp45,global_mean,Amon,tas,2021-2040,1.61
GISS-E2-R,r5i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.33
GISS-E2-R,r5i1p2,rcp45,global_mean,Amon,tas,2021-2040,1.20
GISS-E2-R,r5i1p3,rcp45,global_mean,Amon,tas,2021-2040,1.59
GISS-E2-R,r6i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.36
GISS-E2-R,r6i1p3,rcp45,global_mean,Amon,tas,2021-2040,1.52
HadGEM2-AO,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.62
HadGEM2-CC,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.35
HadGEM2-ES,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.57
HadGEM2-ES,r2i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.56
HadGEM2-ES,r3i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.56
HadGEM2-ES,r4i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.69
IPSL-CM5A-LR,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,2.03
IPSL-CM5A-LR,r2i1p1,rcp45,global_mean,Amon,tas,2021-2040,2.07
IPSL-CM5A-LR,r3i1p1,rcp45,global_mean,Amon,tas,2021-2040,2.09
IPSL-CM5A-LR,r4i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.99
IPSL-CM5A-MR,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.93
IPSL-CM5B-LR,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.62
MIROC5,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.28
MIROC5,r2i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.33
MIROC5,r3i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.39
MPI-ESM-LR,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.70
MPI-ESM-LR,r2i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.77
MPI-ESM-LR,r3i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.69
MPI-ESM-MR,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.64
MPI-ESM-MR,r2i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.68
MPI-ESM-MR,r3i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.73
MRI-CGCM3,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.10
NorESM1-ME,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.27
NorESM1-M,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.31
bcc-csm1-1-m,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.93
bcc-csm1-1,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.76
inmcm4,r1i1p1,rcp45,global_mean,Amon,tas,2021-2040,1.06
ACCESS1-0,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.97
ACCESS1-3,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.89
BNU-ESM,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.69
CCSM4,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.18
CCSM4,r2i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.22
CCSM4,r3i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.14
CCSM4,r4i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.21
CCSM4,r5i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.21
CCSM4,r6i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.25
CESM1-BGC,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.17
CESM1-CAM5,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.11
CESM1-CAM5,r2i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.99
CESM1-CAM5,r3i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.03
CMCC-CMS,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.96
CMCC-CM,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.01
CNRM-CM5,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.84
CSIRO-Mk3-6-0,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.10
CSIRO-Mk3-6-0,r2i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.03
CSIRO-Mk3-6-0,r3i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.95
CSIRO-Mk3-6-0,r4i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.97
CSIRO-Mk3-6-0,r5i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.03
CSIRO-Mk3-6-0,r6i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.96
CSIRO-Mk3-6-0,r7i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.91
CSIRO-Mk3-6-0,r8i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.84
CSIRO-Mk3-6-0,r9i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.00
CSIRO-Mk3-6-0,r10i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.07
CSIRO-Mk3L-1-2,r1i2p1,rcp45,global_mean,Amon,tas,2041-2060,1.61
CSIRO-Mk3L-1-2,r2i2p1,rcp45,global_mean,Amon,tas,2041-2060,1.62
CSIRO-Mk3L-1-2,r3i2p1,rcp45,global_mean,Amon,tas,2041-2060,1.61
CanESM2,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.53
CanESM2,r2i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.59
CanESM2,r3i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.53
CanESM2,r4i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.54
CanESM2,r5i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.59
EC-EARTH,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.13
EC-EARTH,r2i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.21
EC-EARTH,r5i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.15
EC-EARTH,r6i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.03
EC-EARTH,r8i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.20
EC-EARTH,r9i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.09
EC-EARTH,r12i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.17
FGOALS-g2,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.70
FIO-ESM,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.68
FIO-ESM,r2i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.81
FIO-ESM,r3i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.78
GFDL-CM3,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.46
GFDL-CM3,r3i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.21
GFDL-CM3,r5i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.22
GFDL-ESM2G,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.52
GFDL-ESM2M,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.55
GISS-E2-H-CC,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.13
GISS-E2-H,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.04
GISS-E2-H,r1i1p2,rcp45,global_mean,Amon,tas,2041-2060,1.95
GISS-E2-H,r1i1p3,rcp45,global_mean,Amon,tas,2041-2060,2.23
GISS-E2-H,r2i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.98
GISS-E2-H,r2i1p2,rcp45,global_mean,Amon,tas,2041-2060,1.91
GISS-E2-H,r2i1p3,rcp45,global_mean,Amon,tas,2041-2060,2.37
GISS-E2-H,r3i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.04
GISS-E2-H,r3i1p2,rcp45,global_mean,Amon,tas,2041-2060,1.91
GISS-E2-H,r3i1p3,rcp45,global_mean,Amon,tas,2041-2060,2.31
GISS-E2-H,r4i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.99
GISS-E2-H,r4i1p2,rcp45,global_mean,Amon,tas,2041-2060,1.91
GISS-E2-H,r4i1p3,rcp45,global_mean,Amon,tas,2041-2060,2.25
GISS-E2-H,r5i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.94
GISS-E2-H,r5i1p2,rcp45,global_mean,Amon,tas,2041-2060,1.91
GISS-E2-H,r5i1p3,rcp45,global_mean,Amon,tas,2041-2060,2.24
GISS-E2-H,r6i1p3,rcp45,global_mean,Amon,tas,2041-2060,2.36
GISS-E2-R-CC,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.68
GISS-E2-R,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.59
GISS-E2-R,r1i1p2,rcp45,global_mean,Amon,tas,2041-2060,1.51
GISS-E2-R,r1i1p3,rcp45,global_mean,Amon,tas,2041-2060,1.89
GISS-E2-R,r2i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.65
GISS-E2-R,r2i1p2,rcp45,global_mean,Amon,tas,2041-2060,1.54
GISS-E2-R,r2i1p3,rcp45,global_mean,Amon,tas,2041-2060,1.91
GISS-E2-R,r3i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.61
GISS-E2-R,r3i1p2,rcp45,global_mean,Amon,tas,2041-2060,1.54
GISS-E2-R,r3i1p3,rcp45,global_mean,Amon,tas,2041-2060,1.89
GISS-E2-R,r4i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.69
GISS-E2-R,r4i1p2,rcp45,global_mean,Amon,tas,2041-2060,1.47
GISS-E2-R,r4i1p3,rcp45,global_mean,Amon,tas,2041-2060,1.96
GISS-E2-R,r5i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.66
GISS-E2-R,r5i1p2,rcp45,global_mean,Amon,tas,2041-2060,1.57
GISS-E2-R,r5i1p3,rcp45,global_mean,Amon,tas,2041-2060,1.97
GISS-E2-R,r6i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.65
GISS-E2-R,r6i1p3,rcp45,global_mean,Amon,tas,2041-2060,1.91
HadGEM2-AO,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.19
HadGEM2-CC,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.95
HadGEM2-ES,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.26
HadGEM2-ES,r2i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.34
HadGEM2-ES,r3i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.18
HadGEM2-ES,r4i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.27
IPSL-CM5A-LR,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.62
IPSL-CM5A-LR,r2i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.61
IPSL-CM5A-LR,r3i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.66
IPSL-CM5A-LR,r4i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.62
IPSL-CM5A-MR,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.40
IPSL-CM5B-LR,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.05
MIROC5,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.72
MIROC5,r2i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.75
MIROC5,r3i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.83
MPI-ESM-LR,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.08
MPI-ESM-LR,r2i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.24
MPI-ESM-LR,r3i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.10
MPI-ESM-MR,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.12
MPI-ESM-MR,r2i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.99
MPI-ESM-MR,r3i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.04
MRI-CGCM3,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.45
NorESM1-ME,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.74
NorESM1-M,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.68
bcc-csm1-1-m,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.15
bcc-csm1-1,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,2.12
inmcm4,r1i1p1,rcp45,global_mean,Amon,tas,2041-2060,1.36
ACCESS1-0,r1i1p1,rcp45,global_mean,Amon,tas,2081-2100,2.78
ACCESS1-3,r1i1p1,rcp45,global_mean,Amon,tas,2081-2100,2.55
BNU-ESM,r1i1p1,rcp45,global_mean,Amon,tas,2081-2100,3.25
CCSM4,r1i1p1,rcp45,global_mean,Amon,tas,2081-2100,2.63
CCSM4,r2i1p1,rcp45,global_mean,Amon,tas,2081-2100,2.61
CCSM4,r3i1p1,rcp45,global_mean,Amon,tas,2081-2100,2.56
CCSM4,r4i1p1,rcp45,global_mean,Amon,tas,2081-2100,2.67
CCSM4,r5i1p1,rcp45,global_mean,Amon,tas,2081-2100,2.57
CCSM4,r6i1p1,rcp45,global_mean,Amon,tas,2081-2100,2.65
CESM1-BGC,r1i1p1,rcp45,global_mean,Amon,tas,2081-2100,2.48
CESM1-CAM5,r1i1p1,rcp45,global_mean,Amon,tas,2081-2100,2.90
CESM1-CAM5,r2i1p1,rcp45,global_mean,Amon,tas,2081-2100,2.77
CESM1-CAM5,r3i1p1,rcp45,global_mean,Amon,tas,2081-2100,2.87
CMCC-CMS,r1i1p1,rcp45,global_mean,Amon,tas,2081-2100,2.70
CMCC-CM,r1i1p1,rcp45,global_mean,Amon,tas,2081-2100,2.72
CNRM-CM5,r1i1p1,rcp45,global_mean,Amon,tas,2081-2100,2.54
CSIRO-Mk3-6-0,r1i1p1,rcp45,global_mean,Amon,tas,2081-2100,2.72
CSIRO-Mk3-6-0,r2i1p1,rcp45,global_mean,Amon,tas,2081-2100,2.75
CSIRO-Mk3-6-0,r3i1p1,rcp45,global_mean,Amon,tas,2081-2100,2.82
CSIRO-Mk3-6-0,r4i1p1,rcp45,global_mean,Amon,tas,2081-2100,2.72
CSIRO-Mk3-6-0,r5i1p1,rcp45,global_mean,Amon,tas,2081-2100,2.80
CSIRO-Mk3-6-0,r6i1p1,rcp45,global_mean,Amon,tas,2081-2100,2.87
CSIRO-Mk3-6-0,r7i1p1,rcp45,global_mean,Amon,tas,2081-2100,2.78
CSIRO-Mk3-6-0,r8i1p1,rcp45,global_mean,Amon,tas,2081-2100,2.64
CSIRO-Mk3-6-0,r9i1p1,rcp45,global_mean,Amon,tas,2081-2100,2.68
CSIRO-Mk3-6-0,r10i1p1,rcp45,global_mean,Amon,tas,2081-2100,2.90
CSIRO-Mk3L-1-2,r1i2p1,rcp45,global_mean,Amon,tas,2081-2100,2.01
CSIRO-Mk3L-1-2,r2i2p1,rcp45,global_mean,Amon,tas,2081-2100,1.99
CSIRO-Mk3L-1-2,r3i2p1,rcp45,global_mean,Amon,tas,2081-2100,2.03
CanESM2,r1i1p1,rcp45,global_mean,Amon,tas,2081-2100,3.11
CanESM2,r2i1p1,rcp45,global_mean,Amon,tas,2081-2100,3.19
CanESM2,r3i1p1,rcp45,global_mean,Amon,tas,2081-2100,3.17
CanESM2,r4i1p1,rcp45,global_mean,Amon,tas,2081-2100,3.18
